,tipo,barrio,sup,pricem2,habs
595,apartment,Palermo,50.0,4012.0,2.0
596,apartment,Palermo,43.0,4323.26,2.0
597,apartment,Recoleta,130.0,4307.69,4.0
598,apartment,Flores,55.0,2000.0,2.0
599,apartment,Nuñez,199.0,3140.7,5.0
600,apartment,Barrio Norte,36.0,2000.0,1.0
601,apartment,Almagro,60.0,1833.33,3.0
602,apartment,Almagro,42.0,1904.76,2.0
603,apartment,Tribunales,37.0,1972.97,2.0
604,apartment,Villa Urquiza,75.0,2600.0,3.0
605,apartment,Caballito,244.0,1434.43,4.0
606,apartment,Congreso,107.0,1682.24,4.0
607,apartment,Monserrat,101.0,1465.35,3.0
608,apartment,Flores,75.0,2533.33,3.0
609,PH,Flores,110.0,1363.64,3.0
610,apartment,Saavedra,60.0,2083.33,3.0
611,apartment,Colegiales,28.0,3535.71,1.0
612,house,Caballito,360.0,2194.44,7.0
613,PH,San Cristobal,80.0,1475.0,3.0
614,apartment,Belgrano,37.0,2270.27,2.0
615,apartment,Abasto,28.0,2142.86,1.0
616,apartment,Catalinas,300.0,1833.33,5.0
617,apartment,Palermo,52.0,2800.0,1.0
618,apartment,Palermo,400.0,4000.0,4.0
619,apartment,Palermo,52.0,6307.69,2.0
620,apartment,Barrio Norte,220.0,3090.91,5.0
621,house,Villa Crespo,450.0,1288.89,7.0
622,apartment,San Nicolás,64.0,2109.38,3.0
623,apartment,Monserrat,27.0,2777.78,1.0
624,apartment,Villa Crespo,42.0,3095.24,2.0
625,apartment,Retiro,50.0,2540.0,2.0
626,apartment,Villa Crespo,183.0,88.57,4.0
627,apartment,Puerto Madero,177.0,6779.66,4.0
628,apartment,Palermo,157.0,4331.21,4.0
629,PH,Palermo,72.0,2597.22,3.0
630,house,Paternal,242.0,1652.89,7.0
631,apartment,Centro / Microcentro,78.0,1666.67,3.0
632,apartment,Saavedra,51.0,2627.45,2.0
633,apartment,Flores,30.0,2333.33,2.0
634,apartment,Villa Crespo,42.0,2119.05,2.0
635,apartment,Flores,144.0,2770.83,5.0
636,apartment,Palermo,74.0,3040.54,2.0
638,apartment,Puerto Madero,215.0,6279.07,4.0
639,apartment,Puerto Madero,215.0,6976.74,4.0
640,apartment,Puerto Madero,215.0,6279.07,4.0
641,apartment,Puerto Madero,159.0,5283.02,3.0
642,apartment,Puerto Madero,188.0,6117.02,3.0
643,apartment,Balvanera,38.0,2052.63,2.0
644,apartment,Once,38.0,2052.63,2.0
645,apartment,Parque Avellaneda,76.0,1644.74,3.0
646,apartment,Flores,62.0,2096.77,3.0
647,apartment,Villa Urquiza,43.0,1732.56,2.0
648,apartment,Villa Urquiza,45.0,2444.44,2.0
649,apartment,Villa Urquiza,45.0,2444.44,2.0
650,apartment,Coghlan,55.0,2254.55,2.0
651,apartment,Barrio Norte,43.0,3255.81,2.0
652,apartment,Pompeya,163.0,981.6,4.0
653,apartment,Villa Crespo,52.0,2307.69,2.0
655,apartment,Flores,29.0,2410.34,2.0
656,apartment,Flores,40.0,2097.5,2.0
657,apartment,Flores,35.0,2340.0,2.0
658,apartment,Palermo,137.0,2481.75,3.0
659,apartment,Villa Urquiza,65.0,2692.31,2.0
660,apartment,San Nicolás,80.0,1712.5,3.0
661,apartment,Monserrat,56.0,1910.71,2.0
662,apartment,San Nicolás,33.0,2181.82,2.0
663,apartment,San Telmo,163.0,1503.07,5.0
664,house,Villa Devoto,614.0,1384.36,5.0
665,apartment,Villa Urquiza,48.0,2291.67,2.0
666,apartment,Villa Urquiza,46.0,2319.74,1.0
667,apartment,Villa Urquiza,44.0,2472.27,1.0
668,apartment,Villa Urquiza,44.0,2519.36,1.0
669,apartment,Villa Urquiza,41.0,2552.1,1.0
670,apartment,Villa Urquiza,44.0,2566.45,1.0
671,apartment,Villa Urquiza,41.0,2577.37,1.0
672,apartment,Villa Urquiza,44.0,2578.23,1.0
673,apartment,Villa Urquiza,43.0,2674.42,1.0
674,apartment,Villa Urquiza,44.0,2590.0,1.0
675,apartment,Villa Urquiza,41.0,2682.93,1.0
676,apartment,Villa Urquiza,51.0,2579.84,2.0
677,apartment,Villa Urquiza,51.0,2500.0,2.0
678,apartment,Villa Urquiza,51.0,2600.16,2.0
679,apartment,Villa Urquiza,41.0,2703.71,1.0
680,apartment,Villa Urquiza,48.0,3021.67,2.0
681,apartment,Palermo,35.0,2340.0,1.0
682,apartment,Recoleta,187.0,3636.36,6.0
683,apartment,Once,39.0,1846.15,2.0
684,apartment,Once,60.0,1833.33,3.0
685,apartment,Villa Crespo,52.0,2451.92,2.0
686,apartment,Belgrano,35.0,2800.0,1.0
687,apartment,Recoleta,163.0,2852.76,4.0
688,apartment,Palermo,52.0,6517.31,2.0
689,apartment,Belgrano,37.0,2648.65,1.0
690,apartment,Belgrano,34.0,3500.0,1.0
691,PH,Parque Chacabuco,203.0,517.24,4.0
692,apartment,Puerto Madero,105.0,5238.1,3.0
693,apartment,Caballito,72.0,2861.11,3.0
694,apartment,Puerto Madero,35.0,5571.43,1.0
696,apartment,Palermo,587.0,5110.73,5.0
697,apartment,Palermo,51.0,3490.2,2.0
698,apartment,Palermo,36.0,3388.89,1.0
699,apartment,Palermo,197.0,3654.82,5.0
700,apartment,Palermo,43.0,3325.58,1.0
701,apartment,Barrio Norte,40.0,2462.5,1.0
702,apartment,Recoleta,112.0,4375.0,3.0
703,apartment,Palermo,38.0,2665.79,1.0
704,apartment,Palermo,44.0,2327.27,1.0
705,apartment,Palermo,38.0,2507.89,1.0
706,apartment,Palermo,43.0,2439.53,1.0
707,apartment,Palermo,47.0,1995.74,1.0
708,PH,Villa Urquiza,56.0,1785.71,2.0
709,apartment,Villa Urquiza,65.0,2461.54,4.0
710,apartment,Monserrat,180.0,1250.0,9.0
711,apartment,Agronomía,111.0,1891.89,3.0
712,apartment,Boca,66.0,1484.85,3.0
713,apartment,Saavedra,52.0,2961.54,3.0
714,apartment,Barrio Norte,35.0,2568.57,1.0
715,apartment,Recoleta,159.0,2779.87,4.0
716,apartment,San Telmo,82.0,2059.76,2.0
717,apartment,Almagro,29.0,2241.38,1.0
718,apartment,Flores,50.0,2060.0,2.0
719,apartment,Parque Centenario,40.0,2300.0,1.0
720,apartment,Caballito,57.0,2087.72,2.0
721,apartment,San Cristobal,43.0,2558.14,2.0
722,apartment,San Telmo,54.0,2037.04,3.0
723,apartment,Palermo,60.0,2666.67,3.0
724,apartment,Monserrat,60.0,1966.67,2.0
725,apartment,Almagro,35.0,2857.14,1.0
726,apartment,Villa Devoto,57.0,2263.16,2.0
727,apartment,Villa Crespo,35.0,2500.0,1.0
728,apartment,Flores,38.0,1675.13,1.0
729,apartment,Palermo,146.0,3595.89,4.0
730,apartment,Palermo,68.0,6544.12,3.0
731,apartment,Recoleta,174.0,4252.87,6.0
732,apartment,Almagro,81.0,1814.81,3.0
733,apartment,Paternal,43.0,1813.95,1.0
734,apartment,Barrio Norte,23.0,2826.09,1.0
735,apartment,Recoleta,196.0,2653.06,5.0
736,apartment,Belgrano,119.0,3277.31,4.0
738,apartment,Palermo,39.0,2758.46,1.0
739,apartment,Palermo,45.0,2729.22,1.0
740,apartment,Palermo,44.0,2734.39,1.0
741,apartment,Palermo,39.0,2727.44,1.0
742,apartment,Puerto Madero,185.0,6589.46,4.0
743,apartment,Puerto Madero,185.0,6617.84,4.0
744,apartment,Puerto Madero,185.0,6674.59,4.0
745,apartment,Puerto Madero,253.0,6636.17,4.0
746,apartment,Puerto Madero,260.0,6748.27,4.0
747,apartment,Puerto Madero,189.0,6723.81,4.0
748,PH,Parque Patricios,73.0,1849.32,4.0
749,apartment,Flores,81.0,2333.33,3.0
750,apartment,Congreso,60.0,2083.33,3.0
751,apartment,Almagro,111.0,2966.75,4.0
752,apartment,Almagro,34.0,2829.65,1.0
753,apartment,San Telmo,32.0,2441.91,1.0
754,apartment,Caballito,26.0,2615.38,1.0
755,apartment,Caballito,29.0,2379.31,1.0
756,apartment,Caballito,33.0,2075.76,1.0
757,apartment,Caballito,33.0,2075.76,1.0
758,apartment,Flores,80.0,2187.5,3.0
759,apartment,Coghlan,55.0,2254.55,2.0
760,apartment,Coghlan,55.0,2254.55,2.0
761,apartment,Coghlan,55.0,2345.45,2.0
762,apartment,Coghlan,35.0,2685.71,1.0
763,apartment,Coghlan,35.0,2685.71,1.0
764,apartment,Recoleta,335.0,4776.12,6.0
765,apartment,Caballito,144.0,1944.44,4.0
766,house,Palermo,105.0,3809.52,1.0
767,apartment,Colegiales,55.0,2472.73,2.0
768,PH,Villa Urquiza,175.0,1131.43,4.0
769,apartment,Nuñez,105.0,2828.57,4.0
770,PH,Caballito,109.0,1880.73,4.0
771,house,Palermo,220.0,1931.36,5.0
772,apartment,Boca,26.0,1923.08,1.0
773,apartment,Villa Crespo,44.0,2613.64,1.0
774,apartment,Boca,27.0,1851.85,1.0
775,apartment,Villa Crespo,38.0,2631.58,1.0
776,apartment,Flores,83.0,1987.95,3.0
777,apartment,Recoleta,40.0,2950.0,1.0
778,apartment,Parque Centenario,284.0,1197.18,6.0
779,apartment,Barracas,33.0,1818.18,2.0
780,apartment,Balvanera,28.0,1928.57,1.0
781,apartment,Belgrano,68.0,2602.94,3.0
782,apartment,Recoleta,30.0,3370.13,1.0
783,apartment,Recoleta,40.0,3532.5,1.0
784,apartment,Recoleta,71.0,3610.65,2.0
785,apartment,Recoleta,48.0,3410.23,2.0
786,apartment,Centro / Microcentro,90.0,2122.22,3.0
787,apartment,Balvanera,53.0,1603.77,3.0
788,PH,Villa Crespo,290.0,1344.83,5.0
789,PH,Villa Crespo,290.0,1344.83,5.0
790,PH,Villa Crespo,54.0,2035.19,2.0
791,house,Almagro,400.0,1375.0,6.0
792,apartment,Villa del Parque,209.0,1430.62,4.0
793,apartment,San Cristobal,54.0,2962.96,3.0
794,apartment,Almagro,79.0,3607.59,3.0
795,house,Palermo,532.0,2255.64,6.0
796,house,Palermo,532.0,2255.64,6.0
797,house,Colegiales,532.0,2255.64,6.0
800,apartment,Almagro,38.0,2052.63,1.0
802,apartment,Mataderos,52.0,1730.77,2.0
803,apartment,Boca,38.0,1710.53,2.0
804,apartment,Belgrano,167.0,2395.21,4.0
805,apartment,Barrio Norte,160.0,3375.0,4.0
806,apartment,Almagro,43.0,2279.07,3.0
807,apartment,Recoleta,58.0,2241.38,2.0
808,apartment,Boedo,33.0,2272.73,1.0
809,apartment,Caballito,43.0,1976.74,2.0
810,house,Mataderos,220.0,681.82,4.0
811,apartment,Belgrano,35.0,3142.86,1.0
812,apartment,Caballito,76.0,2434.21,4.0
814,apartment,Almagro,57.0,1368.42,2.0
815,PH,Caballito,94.0,2388.3,4.0
816,PH,Caballito,94.0,2388.3,4.0
817,apartment,Retiro,171.0,2602.34,5.0
819,apartment,Belgrano,789.0,1774.4,6.0
820,apartment,Belgrano,213.0,3333.33,4.0
821,apartment,Puerto Madero,185.0,6486.49,4.0
822,apartment,Balvanera,80.0,1762.5,3.0
823,PH,Colegiales,150.0,1900.0,5.0
824,apartment,Balvanera,105.0,1571.43,4.0
825,apartment,Congreso,105.0,1571.43,4.0
826,apartment,Belgrano,35.0,3257.14,1.0
827,apartment,Belgrano,35.0,2885.71,1.0
828,house,Parque Avellaneda,225.0,880.0,3.0
829,apartment,Recoleta,135.0,3037.04,4.0
830,house,Palermo,122.0,2295.08,3.0
831,apartment,Floresta,75.0,1866.67,3.0
832,apartment,Monte Castro,50.0,1580.0,2.0
833,apartment,Centro / Microcentro,58.0,2568.97,1.0
834,apartment,Caballito,104.0,1961.54,4.0
835,apartment,Caballito,60.0,2215.0,1.0
836,apartment,Belgrano,35.0,2714.29,1.0
837,apartment,Belgrano,53.0,3547.17,2.0
838,apartment,Palermo,63.0,2349.21,3.0
839,apartment,Caballito,111.0,2432.43,4.0
840,apartment,Monserrat,109.0,1466.97,5.0
841,apartment,Palermo,67.0,2761.19,2.0
842,apartment,Flores,48.0,1447.92,1.0
843,apartment,Almagro,50.0,2860.0,2.0
844,apartment,Palermo,160.0,2281.25,3.0
845,apartment,San Nicolás,78.0,1666.67,3.0
846,apartment,Villa Urquiza,137.0,1379.56,3.0
847,apartment,Floresta,62.0,1564.52,2.0
849,PH,Floresta,89.0,1679.78,5.0
850,apartment,Villa Crespo,30.0,2166.67,1.0
851,apartment,Villa Crespo,88.0,1931.82,4.0
852,apartment,Almagro,55.0,2636.36,3.0
853,apartment,Balvanera,55.0,2636.36,3.0
854,apartment,Belgrano,530.0,2830.19,5.0
855,apartment,Villa Crespo,53.0,2150.94,2.0
856,apartment,Palermo,36.0,2550.0,1.0
857,apartment,Puerto Madero,110.0,4818.18,3.0
858,apartment,Recoleta,156.0,2179.49,4.0
859,apartment,Paternal,44.0,2454.55,2.0
860,apartment,Palermo,39.0,2615.38,1.0
861,apartment,Belgrano,143.0,2727.27,4.0
862,PH,Villa Urquiza,236.0,1144.07,4.0
863,apartment,Almagro,83.0,1445.78,4.0
864,apartment,Las Cañitas,148.0,2290.54,4.0
866,apartment,Palermo,78.0,2756.41,2.0
867,house,Almagro,640.0,1078.12,8.0
868,apartment,Retiro,281.0,3060.5,4.0
869,house,Villa Lugano,108.0,1509.26,4.0
870,apartment,Nuñez,39.0,3076.92,2.0
871,PH,Colegiales,150.0,1900.0,5.0
872,apartment,Palermo,252.0,6944.44,4.0
873,apartment,Palermo,100.0,2700.0,2.0
874,apartment,Almagro,140.0,1428.57,4.0
875,apartment,Villa Devoto,56.0,2053.57,2.0
876,apartment,San Telmo,54.0,2037.04,3.0
877,house,Villa Pueyrredón,215.0,1720.93,1.0
878,house,Palermo,93.0,2204.3,2.0
879,apartment,Palermo,89.0,1719.1,3.0
880,house,Villa Devoto,496.0,1592.74,4.0
881,house,Caballito,114.0,2192.98,3.0
882,apartment,Belgrano,122.0,2213.11,5.0
883,apartment,Las Cañitas,36.0,3861.11,1.0
886,apartment,Palermo,472.0,3008.47,5.0
888,apartment,Almagro,75.0,1453.33,2.0
889,apartment,Flores,41.0,1821.95,2.0
890,apartment,Flores,41.0,1853.66,2.0
891,apartment,Flores,38.0,1705.26,2.0
892,apartment,Flores,38.0,1773.68,2.0
893,apartment,San Cristobal,78.0,1230.77,4.0
894,apartment,Barrio Norte,82.0,3475.61,4.0
895,apartment,Palermo,82.0,3475.61,4.0
896,apartment,Belgrano,41.0,2178.05,1.0
897,apartment,San Cristobal,41.0,2195.12,1.0
898,apartment,Palermo,222.0,5504.86,7.0
899,apartment,Colegiales,55.0,2836.36,2.0
900,apartment,Colegiales,46.0,2521.74,2.0
901,apartment,Colegiales,55.0,2472.73,2.0
902,apartment,Belgrano,58.0,2153.45,3.0
903,PH,Saavedra,120.0,1583.33,5.0
904,apartment,Nuñez,47.0,2085.11,2.0
905,apartment,Monserrat,76.0,1842.11,3.0
906,apartment,Flores,40.0,2125.0,1.0
907,apartment,Villa Devoto,160.0,1618.75,7.0
908,apartment,Recoleta,40.0,2975.0,2.0
909,apartment,Liniers,45.0,2066.67,2.0
910,apartment,Liniers,34.0,2191.18,1.0
911,apartment,Liniers,45.0,2066.67,2.0
912,apartment,Flores,118.0,2245.76,4.0
913,apartment,San Cristobal,53.0,2245.28,3.0
914,apartment,Chacarita,42.0,2142.86,1.0
915,apartment,Caballito,5350.0,26.17,2.0
916,house,Villa Devoto,218.0,1692.66,7.0
917,apartment,Barrio Norte,44.0,2613.64,1.0
918,apartment,Villa Crespo,75.0,1906.67,3.0
919,apartment,Barrio Norte,67.0,2970.15,3.0
920,apartment,Villa Urquiza,72.0,1930.56,2.0
921,house,Almagro,250.0,1800.0,5.0
923,apartment,Caballito,33.0,2196.97,1.0
924,PH,Mataderos,50.0,1600.0,2.0
925,apartment,Parque Patricios,54.0,2166.67,2.0
926,apartment,Centro / Microcentro,50.0,2140.0,2.0
927,apartment,Palermo,210.0,3857.14,5.0
928,apartment,Retiro,47.0,1744.68,1.0
929,apartment,Saavedra,20.0,2250.0,1.0
930,store,Saavedra,20.0,2250.0,1.0
931,apartment,Puerto Madero,192.0,5468.75,3.0
932,PH,Almagro,95.0,1842.11,3.0
933,apartment,Palermo,31.0,2838.71,1.0
934,apartment,Caballito,42.0,2333.33,1.0
936,apartment,Caballito,103.0,1456.31,2.0
937,apartment,Las Cañitas,81.0,3197.53,3.0
938,apartment,Recoleta,246.0,3861.79,5.0
939,apartment,Villa Devoto,51.0,2784.31,2.0
940,apartment,Almagro,29.0,2342.56,1.0
941,apartment,Almagro,29.0,2342.56,1.0
942,apartment,Caballito,68.0,1794.12,2.0
943,apartment,Boca,57.0,1842.11,3.0
944,apartment,Balvanera,37.0,1837.84,2.0
945,apartment,Villa Crespo,55.0,2509.09,2.0
946,apartment,Villa Crespo,36.0,2194.44,1.0
947,apartment,Flores,108.0,1574.07,3.0
948,apartment,Palermo,134.0,3432.84,4.0
949,apartment,Floresta,84.0,1994.05,4.0
950,apartment,Monserrat,147.0,1802.72,5.0
951,apartment,Velez Sarsfield,32.0,2250.0,1.0
952,apartment,Las Cañitas,138.0,3478.26,4.0
953,apartment,Recoleta,130.0,4461.54,3.0
954,house,Villa Luro,200.0,1275.0,4.0
955,apartment,Centro / Microcentro,38.0,1815.79,2.0
956,apartment,Recoleta,205.0,3653.66,6.0
957,apartment,Flores,360.0,1375.0,6.0
958,apartment,Villa Crespo,41.0,1926.83,2.0
959,apartment,Palermo,120.0,3666.67,4.0
960,apartment,Belgrano,38.0,3026.32,1.0
961,apartment,Palermo,94.0,3500.0,4.0
962,apartment,Recoleta,92.0,3478.26,3.0
963,apartment,Caballito,38.0,3052.63,1.0
964,apartment,Coghlan,33.0,2424.24,1.0
965,apartment,Coghlan,59.0,2440.68,2.0
966,apartment,Barrio Norte,184.0,5380.43,5.0
967,apartment,Caballito,32.0,3312.5,1.0
968,apartment,Recoleta,174.0,5459.77,5.0
969,apartment,Barracas,81.0,1851.85,1.0
970,apartment,Barracas,68.0,1911.76,1.0
971,apartment,San Telmo,68.0,2058.82,1.0
972,apartment,Palermo,60.0,2666.67,3.0
974,apartment,Palermo,82.0,3402.44,3.0
975,apartment,Palermo,170.0,3705.88,5.0
976,apartment,Palermo,170.0,3705.88,5.0
977,apartment,Recoleta,115.0,2434.78,4.0
978,apartment,Recoleta,318.0,2295.6,7.0
979,house,Barracas,710.0,401.41,2.0
980,house,Parque Chas,140.0,2214.29,2.0
981,apartment,Almagro,66.0,2234.42,3.0
982,apartment,Balvanera,75.0,1733.33,3.0
983,apartment,Recoleta,309.0,2022.65,8.0
984,PH,Villa Urquiza,100.0,2490.0,3.0
985,apartment,Parque Centenario,227.0,2621.15,6.0
986,apartment,Belgrano,55.0,3818.18,2.0
987,apartment,Flores,40.0,2500.0,1.0
988,apartment,Recoleta,440.0,5454.55,6.0
989,apartment,Palermo,148.0,4189.19,4.0
990,apartment,Palermo,180.0,4055.56,2.0
991,apartment,Monserrat,64.0,2015.62,3.0
992,apartment,Belgrano,46.0,2500.0,3.0
993,apartment,Palermo,90.0,2444.44,4.0
994,apartment,Barrio Norte,181.0,4861.88,4.0
995,apartment,Flores,78.0,1512.82,3.0
996,apartment,Palermo,83.0,3588.41,3.0
997,apartment,Palermo,159.0,3942.72,4.0
998,apartment,Palermo,63.0,3942.73,2.0
999,apartment,Palermo,60.0,3909.87,2.0
1000,apartment,Palermo,83.0,3923.72,3.0
1001,apartment,Palermo,142.0,3942.73,4.0
1002,apartment,Palermo,159.0,4001.87,4.0
1003,apartment,Palermo,63.0,4001.86,2.0
1004,apartment,Palermo,60.0,3968.52,2.0
1005,apartment,Palermo,83.0,3982.58,3.0
1006,apartment,Palermo,142.0,4001.87,4.0
1007,apartment,Palermo,176.0,3500.0,4.0
1008,apartment,San Nicolás,26.0,2500.0,1.0
1009,apartment,Almagro,41.0,2048.78,1.0
1010,apartment,Congreso,38.0,2184.21,2.0
1011,apartment,San Telmo,43.0,2333.7,1.0
1012,apartment,San Telmo,35.0,2464.43,1.0
1013,apartment,San Telmo,36.0,2405.31,1.0
1014,apartment,San Telmo,38.0,2073.97,1.0
1015,apartment,San Telmo,31.0,2738.74,1.0
1016,apartment,San Telmo,32.0,2441.91,1.0
1017,apartment,San Telmo,38.0,2476.26,1.0
1018,apartment,San Telmo,40.0,2453.72,1.0
1019,apartment,San Telmo,40.0,2451.9,1.0
1020,apartment,San Telmo,40.0,2450.85,1.0
1021,apartment,San Telmo,45.0,2405.16,1.0
1022,apartment,San Telmo,37.0,2501.62,1.0
1023,apartment,San Telmo,32.0,2490.75,1.0
1024,apartment,San Telmo,40.0,2502.8,1.0
1025,apartment,San Telmo,40.0,2499.88,1.0
1026,apartment,San Telmo,45.0,2480.04,1.0
1027,apartment,San Telmo,36.0,2561.64,1.0
1028,apartment,San Telmo,40.0,2552.85,1.0
1029,apartment,San Telmo,40.0,2559.5,1.0
1030,apartment,San Telmo,40.0,2549.88,1.0
1031,apartment,San Telmo,45.0,2529.64,1.0
1032,apartment,San Telmo,44.0,2577.18,1.0
1033,apartment,San Telmo,36.0,2637.86,1.0
1034,apartment,San Telmo,38.0,2627.84,1.0
1035,apartment,San Telmo,40.0,2603.9,1.0
1036,apartment,San Telmo,40.0,2601.98,1.0
1037,apartment,San Telmo,45.0,2580.22,1.0
1038,apartment,San Telmo,44.0,2628.7,1.0
1039,apartment,San Telmo,36.0,2665.11,1.0
1040,apartment,San Telmo,38.0,2680.39,1.0
1041,apartment,San Telmo,40.0,2655.98,1.0
1042,apartment,San Telmo,40.0,2654.0,1.0
1043,apartment,San Telmo,40.0,2652.88,1.0
1044,apartment,San Telmo,45.0,2587.6,1.0
1045,apartment,San Telmo,33.0,2722.06,1.0
1046,apartment,San Telmo,38.0,2734.0,1.0
1047,apartment,San Telmo,40.0,2709.1,1.0
1048,apartment,San Telmo,40.0,2707.1,1.0
1049,apartment,San Telmo,44.0,2735.59,1.0
1050,apartment,San Telmo,33.0,2776.52,1.0
1051,apartment,San Telmo,36.0,2773.03,1.0
1052,apartment,San Telmo,30.0,2851.83,1.0
1053,apartment,San Telmo,45.0,2587.6,1.0
1054,apartment,San Telmo,89.0,1871.26,1.0
1055,apartment,San Telmo,92.0,2006.66,1.0
1056,apartment,San Telmo,78.0,1894.51,1.0
1057,apartment,San Telmo,64.0,2546.77,1.0
1058,apartment,San Telmo,65.0,2567.46,1.0
1059,apartment,San Telmo,79.0,2686.43,1.0
1060,apartment,San Telmo,105.0,2118.65,1.0
1061,apartment,San Telmo,76.0,2116.79,1.0
1062,apartment,San Telmo,77.0,2401.34,1.0
1063,apartment,San Telmo,80.0,2409.91,1.0
1064,apartment,San Telmo,61.0,2702.51,1.0
1065,apartment,San Telmo,87.0,2463.06,1.0
1066,apartment,San Telmo,77.0,2501.06,1.0
1067,apartment,San Telmo,90.0,2085.64,1.0
1071,apartment,Monserrat,49.0,2183.67,1.0
1072,apartment,San Telmo,32.0,2328.12,1.0
1073,apartment,San Telmo,40.0,2675.0,1.0
1074,apartment,Monserrat,34.0,2235.29,1.0
1075,apartment,Monserrat,34.0,2220.59,1.0
1076,apartment,Monserrat,34.0,2220.59,1.0
1077,apartment,Monserrat,34.0,2220.59,1.0
1078,apartment,Monserrat,34.0,2220.59,1.0
1079,apartment,Monserrat,34.0,2279.41,1.0
1080,apartment,San Telmo,32.0,2375.0,1.0
1081,apartment,San Telmo,32.0,2375.0,1.0
1082,apartment,San Telmo,34.0,2279.41,1.0
1083,apartment,Villa del Parque,46.0,1932.61,1.0
1084,apartment,Recoleta,36.0,3055.56,1.0
1085,apartment,Flores,35.0,2114.29,1.0
1086,apartment,Belgrano,42.0,2571.43,2.0
1087,apartment,Recoleta,117.0,4230.77,3.0
1088,apartment,Las Cañitas,79.0,6075.95,3.0
1089,apartment,Parque Patricios,141.0,1418.44,5.0
1090,apartment,Villa Crespo,75.0,1993.33,4.0
1091,apartment,Palermo,39.0,2107.69,1.0
1092,apartment,Palermo,77.0,2019.34,3.0
1093,apartment,Palermo,99.0,4848.48,3.0
1094,PH,Belgrano,250.0,1720.0,5.0
1095,apartment,Colegiales,63.0,2460.32,4.0
1096,apartment,Villa Urquiza,45.0,1888.89,1.0
1097,apartment,Villa Urquiza,32.0,2718.75,1.0
1098,apartment,Belgrano,75.0,3666.67,3.0
1099,apartment,Caballito,77.0,4025.97,3.0
1100,apartment,Flores,54.0,1888.89,3.0
1101,apartment,Caballito,54.0,1888.89,3.0
1102,apartment,Villa General Mitre,54.0,1888.89,3.0
1103,PH,Villa General Mitre,54.0,1888.89,3.0
1104,PH,Flores,54.0,1888.89,3.0
1105,PH,Caballito,54.0,1888.89,3.0
1106,apartment,Flores,54.0,1888.89,3.0
1107,apartment,Caballito,54.0,1888.89,3.0
1108,apartment,Villa General Mitre,54.0,1888.89,3.0
1109,PH,Flores,54.0,1888.89,3.0
1110,PH,Caballito,54.0,1888.89,3.0
1111,PH,Villa General Mitre,54.0,1888.89,3.0
1112,PH,Almagro,280.0,1053.57,6.0
1113,PH,Parque Centenario,280.0,1053.57,6.0
1115,house,Liniers,173.0,1300.58,5.0
1116,apartment,Flores,148.0,3243.24,4.0
1117,apartment,Mataderos,50.0,1760.0,2.0
1118,apartment,Retiro,110.0,4363.64,3.0
1119,apartment,Palermo,80.0,2275.0,4.0
1120,PH,Villa del Parque,120.0,1883.33,3.0
1121,apartment,Villa del Parque,120.0,1883.33,3.0
1122,apartment,Villa del Parque,59.0,2101.69,2.0
1123,apartment,Villa del Parque,94.0,1526.6,2.0
1124,apartment,Palermo,63.0,3333.33,2.0
1125,apartment,Almagro,33.0,2575.76,1.0
1126,PH,Mataderos,70.0,1142.86,3.0
1127,PH,Mataderos,120.0,1000.0,3.0
1128,apartment,Almagro,154.0,1785.71,6.0
1129,apartment,Palermo,40.0,3000.0,2.0
1130,apartment,Barrio Norte,124.0,2096.77,4.0
1131,apartment,Monserrat,73.0,1506.85,3.0
1132,apartment,Palermo,32.0,3906.25,1.0
1133,apartment,Palermo,32.0,4062.5,1.0
1135,house,Parque Chacabuco,175.0,2171.43,5.0
1136,apartment,Centro / Microcentro,48.0,1770.83,2.0
